council_name,development_type,application_status,application_count,total_development_cost,average_development_cost,latest_source_updated_at
Wollondilly Shire Council,Boarding house,Withdrawn,1,1400000.0,1400000.0,2026-03-20 22:48:41.12
Wollondilly Shire Council,Centre based childcare,Determined,1,900000.0,900000.0,2026-03-20 22:55:48.59
Wollondilly Shire Council,Change of use,Determined,1,1.0,1.0,2026-03-20 22:24:01.037
Wollondilly Shire Council,Demolition,Determined,5,907000.0,226750.0,2026-03-28 23:52:21.887
Wollondilly Shire Council,Dual occupancy,Determined,2,655000.0,327500.0,2026-03-22 07:44:53.297
Wollondilly Shire Council,Dual occupancy,Rejected,1,280000.0,280000.0,2026-03-20 22:58:30.053
Wollondilly Shire Council,Dual occupancy,Withdrawn,1,517000.0,517000.0,2026-03-20 23:06:40.007
Wollondilly Shire Council,Dwelling,Determined,73,30166142.0,424875.23943661974,2026-03-28 23:51:28.103
Wollondilly Shire Council,Dwelling,Withdrawn,4,1031050.0,343683.3333333333,2026-03-20 23:24:32.79
Wollondilly Shire Council,Earthworks / change in levels,Determined,5,1484069.5,296813.9,2026-03-22 08:20:49.7
Wollondilly Shire Council,Earthworks / change in levels,Withdrawn,1,100000.0,100000.0,2026-03-20 22:48:24.02
Wollondilly Shire Council,Educational establishment ,Determined,1,17021716.0,17021716.0,2026-03-20 23:01:14.503
Wollondilly Shire Council,Emergency services facility and bush fire hazard reduction,Determined,1,17735.0,17735.0,2026-03-28 23:52:17.88
Wollondilly Shire Council,Emergency services facility and bush fire hazard reduction,Withdrawn,1,16800.0,16800.0,2026-03-20 23:21:13.02
Wollondilly Shire Council,"Garages, carports and car parking spaces",Determined,8,1294619.0,161827.375,2026-03-22 08:43:47.21
Wollondilly Shire Council,Health services facilities,Determined,1,792000.0,792000.0,2026-03-22 07:28:27.973
Wollondilly Shire Council,Other,Determined,11,2684729.0,298303.22222222225,2026-03-22 07:37:29.437
Wollondilly Shire Council,Other,Withdrawn,5,121500.0,24300.0,2026-03-22 07:40:23.92
Wollondilly Shire Council,Out of school hours care,Determined,1,17021716.0,17021716.0,2026-03-20 23:01:14.503
Wollondilly Shire Council,Pools / decks / fencing,Determined,24,4065540.36,169397.51499999998,2026-03-27 22:41:58.343
Wollondilly Shire Council,Pools / decks / fencing,Withdrawn,1,300000.0,300000.0,2026-03-20 22:56:14.55
Wollondilly Shire Council,"Retaining walls, protection of trees",Determined,10,3019693.0,301969.3,2026-03-28 23:57:45.47
Wollondilly Shire Council,"Retaining walls, protection of trees",Withdrawn,1,100000.0,100000.0,2026-03-20 22:48:24.02
Wollondilly Shire Council,Secondary dwelling,Determined,9,3203027.0,355891.8888888889,2026-03-28 23:47:43.143
Wollondilly Shire Council,Secondary dwelling,Withdrawn,1,300000.0,300000.0,2026-03-20 22:55:59.96
Wollondilly Shire Council,Shed,Determined,38,6200750.0,163177.63157894736,2026-03-27 22:40:45.583
Wollondilly Shire Council,Shed,Withdrawn,2,385000.0,192500.0,2026-03-20 22:56:14.55
Wollondilly Shire Council,Stratum / community title subdivision,Determined,1,,,2026-03-20 22:44:15.093
Wollondilly Shire Council,Subdivision of land,Determined,9,2860400.0,572080.0,2026-03-22 07:58:43.897
Wollondilly Shire Council,Waste and resource management facilities ,Determined,1,15000.0,15000.0,2026-03-20 22:50:39.303
Wollongong City Council,Alterations and additions to commercial development,Determined,7,2690990.0,384427.14285714284,2026-03-22 08:43:32.34
Wollongong City Council,Alterations and additions to residential development,Determined,49,8778985.0,182895.52083333334,2026-03-28 23:51:50.313
Wollongong City Council,Alterations and additions to residential development,Withdrawn,1,80000.0,80000.0,2026-03-22 07:37:34.56
Wollongong City Council,Attached dwelling,Determined,1,789665.0,789665.0,2026-03-22 08:10:48.9
Wollongong City Council,"Balconies, decks, patios, terraces or verandahs",Determined,20,2649750.0,139460.52631578947,2026-03-27 22:41:46.717
Wollongong City Council,Business premises,Determined,3,13671234.0,4557078.0,2026-03-22 07:25:57.773
Wollongong City Council,Centre based childcare,Determined,1,2200000.0,2200000.0,2026-03-20 22:33:10.227
Wollongong City Council,Change of use,Determined,3,103000.0,34333.333333333336,2026-03-28 22:00:42.657
Wollongong City Council,Demolition,Determined,29,4922550.0,182316.66666666666,2026-03-28 23:48:12.16
Wollongong City Council,Demolition,Withdrawn,2,1155000.0,577500.0,2026-03-22 07:37:26.94
Wollongong City Council,Dual occupancy,Determined,21,12655550.74,666081.6178947368,2026-03-22 08:43:49.57
Wollongong City Council,Dual occupancy,Withdrawn,1,850000.0,850000.0,2026-03-22 07:51:19.147
Wollongong City Council,Dwelling,Determined,33,11601196.0,386706.5333333333,2026-03-28 23:51:25.717
Wollongong City Council,Dwelling,Withdrawn,1,0.0,0.0,2026-03-28 23:48:06.09
Wollongong City Council,Earthworks / change in levels,Determined,4,992000.0,248000.0,2026-03-22 08:32:01.477
Wollongong City Council,"Garages, carports and car parking spaces",Determined,19,5523530.0,290712.1052631579,2026-03-28 23:48:12.16
Wollongong City Council,Health services facilities,Determined,2,0.0,0.0,2026-03-20 22:32:40.91
Wollongong City Council,Hotel or motel accommodation,Determined,1,35151729.69,35151729.69,2026-03-20 22:53:59.89
Wollongong City Council,Industrial development,Determined,1,3800000.0,3800000.0,2026-03-28 23:46:23.663
Wollongong City Council,Mixed use development,Determined,2,,,2026-03-20 23:26:12.26
Wollongong City Council,Multi-dwelling housing,Determined,5,1865490.0,621830.0,2026-03-22 07:28:06.36
Wollongong City Council,Multi-dwelling housing,Withdrawn,4,4796077.0,1199019.25,2026-03-20 23:06:42.12
Wollongong City Council,Other,Determined,6,50000.0,25000.0,2026-03-28 23:38:37.013
Wollongong City Council,Pools / decks / fencing,Determined,24,3729969.4,162172.58260869564,2026-03-28 23:53:35.16
Wollongong City Council,Pools / decks / fencing,Rejected,1,84135.0,84135.0,2026-03-20 22:45:06.943
Wollongong City Council,Pools / decks / fencing,Withdrawn,1,61900.0,61900.0,2026-03-22 08:24:56.253
Wollongong City Council,Recreational Uses,Determined,3,100000.0,33333.333333333336,2026-03-22 08:32:00.133
Wollongong City Council,Recreational Uses,Rejected,1,500.0,500.0,2026-03-20 22:53:33.513
Wollongong City Council,Residential flat building,Determined,1,13671234.0,13671234.0,2026-03-20 22:28:58.447
Wollongong City Council,Restaurant or cafe,Determined,2,395000.0,197500.0,2026-03-22 08:28:01.24
Wollongong City Council,Retail premises ,Determined,1,13671234.0,13671234.0,2026-03-20 22:28:58.447
Wollongong City Council,"Retaining walls, protection of trees",Determined,15,2595282.0,185377.2857142857,2026-03-27 22:41:46.717
Wollongong City Council,Secondary dwelling,Determined,11,2665577.0,242325.18181818182,2026-03-22 08:43:38.69
Wollongong City Council,Secondary dwelling,Withdrawn,2,291000.0,145500.0,2026-03-22 08:38:22.357
Wollongong City Council,Shed,Determined,4,342050.0,85512.5,2026-03-22 08:24:54.497
Wollongong City Council,Signage,Determined,2,110000.0,55000.0,2026-03-22 08:32:04.213
Wollongong City Council,Small bar,Determined,1,15000.0,15000.0,2026-03-22 08:28:01.24
Wollongong City Council,Stormwater management systems,Determined,1,7000.0,7000.0,2026-03-20 23:20:33.037
Wollongong City Council,Stratum / community title subdivision,Withdrawn,1,990000.0,990000.0,2026-03-20 23:10:25.33
Wollongong City Council,Subdivision of land,Determined,16,6231307.5,445093.39285714284,2026-03-22 08:36:37.4
Wollongong City Council,Subdivision of land,Withdrawn,2,2490000.0,1245000.0,2026-03-20 23:10:25.33
Woollahra Municipal Council,Alterations and additions to commercial development,Determined,3,6187400.0,2062466.6666666667,2026-03-22 08:38:10.657
Woollahra Municipal Council,Alterations and additions to residential development,Additional Information Requested,1,40000.0,40000.0,2026-03-20 23:11:42.097
Woollahra Municipal Council,Alterations and additions to residential development,Determined,17,7636440.0,477277.5,2026-03-28 23:50:58.017
Woollahra Municipal Council,Alterations and additions to residential development,Withdrawn,4,3544500.0,886125.0,2026-03-20 23:25:27.447
Woollahra Municipal Council,Attached dwelling,Determined,1,0.0,0.0,2026-03-27 22:39:11.87
Woollahra Municipal Council,"Balconies, decks, patios, terraces or verandahs",Determined,2,185000.0,92500.0,2026-03-20 23:25:07.977
Woollahra Municipal Council,"Balconies, decks, patios, terraces or verandahs",Under Assessment,1,15000.0,15000.0,2026-03-20 23:01:23.163
Woollahra Municipal Council,Demolition,Determined,4,7309127.79,1827281.9475,2026-03-28 23:50:07.723
Woollahra Municipal Council,Dual occupancy,Determined,1,3228500.0,3228500.0,2026-03-28 23:48:01.453
Woollahra Municipal Council,Dual occupancy,Withdrawn,1,1171000.0,1171000.0,2026-03-20 23:21:00.007
Woollahra Municipal Council,Dwelling,Determined,9,7206559.0,1201093.1666666667,2026-03-28 23:57:49.26
Woollahra Municipal Council,Dwelling,Withdrawn,1,100000.0,100000.0,2026-03-20 23:25:27.447
Woollahra Municipal Council,"Garages, carports and car parking spaces",Determined,3,2020170.5,673390.1666666666,2026-03-20 23:26:16.823
Woollahra Municipal Council,Multi-dwelling housing,Determined,1,734800.0,734800.0,2026-03-20 23:14:13.03
Woollahra Municipal Council,Office premises,Determined,1,3996247.29,3996247.29,2026-03-22 08:42:13.713
Woollahra Municipal Council,Other,Determined,3,12850.0,4283.333333333333,2026-03-28 23:57:49.26
Woollahra Municipal Council,Pools / decks / fencing,Determined,8,8040184.0,1148597.7142857143,2026-03-28 23:50:07.723
Woollahra Municipal Council,Pools / decks / fencing,Withdrawn,1,1171000.0,1171000.0,2026-03-20 23:21:00.007
Woollahra Municipal Council,Pub,Determined,1,706000.0,706000.0,2026-03-28 23:47:44.54
Woollahra Municipal Council,Residential flat building,Determined,1,,,2026-03-20 23:01:50.903
Woollahra Municipal Council,Stratum / community title subdivision,Withdrawn,1,1171000.0,1171000.0,2026-03-20 23:21:00.007
Woollahra Municipal Council,Subdivision of land,Determined,2,0.0,0.0,2026-03-20 23:24:53.98
Yass Valley Council,Alterations and additions to residential development,Determined,2,220510.15,110255.075,2026-03-28 23:49:02.08
Yass Valley Council,Attached dwelling,Determined,1,500000.0,500000.0,2026-03-22 07:40:17.537
Yass Valley Council,"Balconies, decks, patios, terraces or verandahs",Determined,2,563901.4,281950.7,2026-03-22 07:53:09.837
Yass Valley Council,Demolition,Determined,1,0.0,0.0,2026-03-28 23:47:57.323
Yass Valley Council,Dwelling,Determined,5,2846630.4,711657.6,2026-03-22 08:21:04.657
Yass Valley Council,Earthworks / change in levels,Determined,1,487647.4,487647.4,2026-03-22 07:28:47.727
Yass Valley Council,"Garages, carports and car parking spaces",Determined,1,487647.4,487647.4,2026-03-22 07:28:47.727
Yass Valley Council,Shed,Determined,1,12000.0,12000.0,2026-03-28 23:49:06.36
Yass Valley Council,Signage,Determined,1,487647.4,487647.4,2026-03-22 07:28:47.727
Yass Valley Council,Subdivision of land,Determined,1,500000.0,500000.0,2026-03-22 07:40:17.537
